Name,LineNum,Line
"proeposterum, Calcar Ryckholt, 1861",25251,"proeposterum, Calcar Ryckholt, 1861 [in 1852-1862], 3: plate 30: figures 12, 13"
"profuga, Clausilia Charpentier, 1852",25252,"profuga, Clausilia Charpentier, 1852, 3:370"
"profuga, Cyclostrema Ryckholt, 1860",25253,"profuga, Cyclostrema Ryckholt, 1860 [in 1852-1862], 3: plate 26: figure 13"
"profuga, Helix A. Schmidt, 1854",25254,"profuga, Helix A. Schmidt, 1854, 1:18"
"profugus, Unio Gould, 1851",25255,"profugus, Unio Gould, 1851o, 3:295; 1852, 12:429, figure 543"
"profunda, Bucania Hall, 1859",25256,"profunda, Bucania Hall, 1859b, 3:341, plate 68: figures 1-3"
"profunda, Cardita Deshayes, 1858",25257,"profunda, Cardita Deshayes, 1858 [in 1856-1865], atlas I: plate 60 [61]: figures 1-6 [1-5]; 1860 [in 1856-1865], 1:769"
"profunda, Diplodonta Deshayes, 1857",25258,"profunda, Diplodonta Deshayes, 1857 [in 1856-1865], atlas 1: plate 46: figures 30-33; 1858 [in 1856-1865], 1:617"
"profunda, Ophileta Billings, 1865",25259,"profunda, Ophileta Billings, 1865:188"
"profunda, Patella Deshayes, 1863",25260,"profunda, Patella Deshayes, 1863:44, plate 6: figures 15, 16"
"profunda, Woodia Deshayes, 1858",25261,"profunda, Woodia Deshayes, 1858 [in 1856-1865], atlas 1: [plate 59: figures 5-8]; 1860 [in 1856-1865], 1:793"
"profundisulcata, Cardita Mayer, 1861",25262,"profundisulcata, Cardita Mayer, 1861 [in 1857-1869], 9:360"
"projectus, Pecten Tate, 1867",25263,"projectus, Pecten Tate, 1867, 23:155, plate 9: figure 6"
"prolata, Nucula hubbardi Winchell, 1862",25264,"prolata, Nucula hubbardi Winchell, 1862:418"
"proletaria, Goniobasis Lea, 1862",25265,"proletaria, Goniobasis Lea, 1862d:268; 1863e, 5:325, plate 38: figure 177"
"proletaria, Helix Morelet, 1860",25266,"proletaria, Helix Morelet, 1860 [in 1858-1875]:6O, plate 4: figure 4"
"proletarius, Bulimus Pfeiffer, 1854",25267,"proletarius, Bulimus Pfeiffer, 1854v:292"
"prolixa, Murchisonia White and Whitfield, 1862",25268,"prolixa, Murchisonia White and Whitfield, 1862, 8:303"
"prolixa, Terebra Gould, 1860",25269,"prolixa, Terebra Gould, 1860, 7:330"
"prolongata, Anatina Reeve, 1863",25270,"prolongata, Anatina Reeve, 1863 [in 1851-1870], 14(Anatina): erratum"
"prolongata, Chemnitzia P. Carpenter, 1856",25271,"prolongata, Chemnitzia P. Carpenter, 1856 [in 1855-1857]:429"
"prolongata, Corbicula Prime, 1861",25272,"prolongata, Corbicula Prime, 1861e, 9:356; 1862c, 10:389. plate 14: figure 6"
"prolongata, Lucina P. Carpenter, 1855",25273,"prolongata, Lucina P. Carpenter, 1855 [in 1855-1857]:1OO"
"prolongata, Velutina P. Carpenter, 1864",25274,"prolongata, Velutina P. Carpenter, 1864c:628, 661; 1865 [in 1864- 446 SMITHSONIAN CONTRIBUTIONS TO ZOOLOGY 1865], 15:32"
"prolongatus, Mto Jon P. Carpenter, 1864",25275,"prolongatus, Mto Jon P. Carpenter, 1864c:627, 642; 1864 [in 1864- 1865], I * 4 2 4"
"prometheus, Bulimus Crosse, 1869",25276,"prometheus, Bulimus Crosse, 18691, 17:423"
"prometheus, Trochus Laube, 1870",25277,"prometheus, Trochus Laube, 1870 [in 1866-1870], 3O(2):37, plate 34: figure 5"
"prominula, Adeorbis A. Adams, 1861",25278,"prominula, Adeorbis A. Adams, 1861f, 8:245; G. Sowerby, 1863 [in 1847-1886]:257, plate 256: figures 23, 24"
"prominula, Helix Pfeiffer, 1858",25279,"prominula, Helix Pfeiffer, 1858 [in 1857-1870], 5:181"
"prona, Lucina Deshayes, 1857",25280,"prona, Lucina Deshayes, 1857 [in 1856-1865], atlas 1: plate 44: figures 1-4; 1858 [in 1856-1865], 1:658"
"prona, Ostrea Wood, 1861",25281,"prona, Ostrea Wood, 1861 [in 1861-1871], 1:29, plate 3: figures 3 a,b"
"prophetarum, Clausilia Bourguignat, 1868",25282,"prophetarum, Clausilia Bourguignat, 1868 [in 1863-1870], 20:378, plate 16: figures 8-11"
"prophetarum, Helix Bourguignat, 1852",25283,"prophetarum, Helix Bourguignat, 1852a: 12; as Zonites, 1853e:ll, plate 1: figures 20-22; 1853c, 4:70, plate 3: figure 8"
"propinqua, Adeorbis Deshayes, 1862",25284,"propinqua, Adeorbis Deshayes, 1862 [in 1856-1865], 2:439, plate 29: figures 8-13"
"propinqua, Cardita Deshayes, 1858",25285,"propinqua, Cardita Deshayes, 1858 [in 1856-1865], atlas 1: plate 60: figures 15-17; 1860 [in 1856-1865], 1:766"
"propinqua, Crassatella Watelet, 1851",25286,"propinqua, Crassatella Watelet, 1851:7, plate 1: figures 9-12; Deshayes, 1860 [in 1856-1865], 1:749, plate 20: figures 18, 19"
"propinqua, Helix Pfeiffer, 1857",25287,"propinqua, Helix Pfeiffer, 18571:109; 1869 [in 1854-1869], 3:498, plate 107: figures 15-17"
"propinqua, Leda Wood, 1864",25288,"propinqua, Leda Wood, 1864 [in 1861-1871], 1:129, plate 20: figure 2"
"propinqua, Melania Lea, 1861",25289,"propinqua, Melania Lea, 1861g: 119; as Goniobasis, 1863e, 5:234, plate 34: figure 29"
"propinqua, Mitra A. Adams, 1851",25290,"propinqua, Mitra A. Adams, 18511:270"
"propinqua, Physa Tryon, 1865",25291,"propinqua, Physa Tryon, 1865f, 1:165; 1865J, 1:223, plate 23: figure 5"
"propinqua, Pyramidella A. Adams, 1853",25292,"propinqua, Pyramidella A. Adams, 1853e:177; 1854h:814, plate 172: figure 8; G. Sowerby, 1865 [in 1865-1870], 15(Pyramidella): plate 3: species 22"
"propinqua, Rimula A. Adams, 1851",25293,"propinqua, Rimula A. Adams, 1851i:227; A. Adams and Sowerby, 1863:210, figure 2"
"propinqua, Scalaria Deshayes, 1861",25294,"propinqua, Scalaria Deshayes, 1861 [in 1856-1865], 2:345, plate 11: figures 31, 32"
"propinqua, Succinea Drouet, 1859",25295,"propinqua, Succinea Drouet, 1859b:49, plate 1: figures 1, 2"
"propinqua, Terebra Pease, 1869",25296,"propinqua, Terebra Pease, 1869f, 5:66"
"propinquata, Doris Pease, 1860",25297,"propinquata, Doris Pease, 1860a:28"
"propinquus, Bulimus Shuttleworth, 1852",25298,"propinquus, Bulimus Shuttleworth, 1852:144"
"propinquus, Clithon Mousson, 1869",25299,"propinquus, Clithon Mousson, 1869c, 17:373, plate 15: figure 8"
"propinquus, Peclen Hupe, 1854",25300,"propinquus, Peclen Hupe, 1854a, 8:291, plate 5: figure 2"
"propinquus, Turbo Hupe, 1854",25301,"propinquus, Turbo Hupe, 1854a, 8:141, plate 4: figure 5"
"propinquus, Unio Lea, 1857",25302,"propinquus, Unio Lea, 1857b:83; 1862f, 5:63, plate 5: figure 212; G. Sowerby, 1868 [in 1865-1870], 16(Unio): plate 79: species 417"
"propria, Melania Lea, 1861",25303,"propria, Melania Lea, 1861g:118; as Goniobasis, 1863e, 5:229, plate 34: figure 21"
"propria, Melania Lea, 1861",25304,"propria, Melania Lea, 1861g:123"
"proprius, Unio Lea, 1865",25305,"proprius, Unio Lea, 1865b:89; 1869 [in 1866-1869], 6:256, plate 31: figure 70"
"prora, Crassatella Conrad, 1869",25306,"prora, Crassatella Conrad, 1869e, 5:43, plate I: figure 8"
"proscissa, Melania Anthony, 1854",25307,"proscissa, Melania Anthony, 1854, 6:109, plate 3: figure 9; Reeve, 1860 [in 1851-1870], 12(Melania): plate 46: species 342"
"prosectus, Alycaeus Benson, 1857",25308,"prosectus, Alycaeus Benson, 1857a, 19:203; Pfeiffer, 1860 [in 1854- 1869], 1:128, plate 35: figures 21-23"
"proserpina, Helicotoma Billings, 1865",25309,"proserpina, Helicotoma Billings, 1865:247, figure 233"
"proserpina, Holopea Billings, 1865",25310,"proserpina, Holopea Billings, 1865:28"
"proserpinae, Cypraea Bayan, 1870",25311,"proserpinae, Cypraea Bayan, 1870, 27:460, 481"
"proserpinula, Helix Pfeiffer, 1851",25312,"proserpinula, Helix Pfeiffer, 1851c, 8:128; Reeve, 1854 [in 1851- 1870], 7(Helix): plate 201: species 1414"
"prospera, Helix Albers, 1857",25313,"prospera, Helix Albers, 1857, 4:93, plate 1: figures 7, 8"
"prostrata, Helix Pease, 1864",25314,"prostrata, Helix Pease, 1864a:670"
"prostrata, Streptaxis Gould, in Pfeiffer, 1855",25315,"prostrata, Streptaxis Gould, in Pfeiffer, 1855g, 2:172"
"prostrata, Streptaxis Gould, 1856",25316,"prostrata, Streptaxis Gould, 1856b, 6:12"
"protea, Amnicola Gould, 1855",25317,"protea, Amnicola Gould, 1855d, 5:129; 1855a:24; 1856a, 5:332, plate 11: figures 6-9; as Tryonia, W. Binney, 1865e, 3:71, figures 140, 142"
"proteiformis, Bulimulus Dohrn, 1863",25318,"proteiformis, Bulimulus Dohrn, 1863b, 10:154"
"protensa, Chemnitzia Gümbel, 1861",25319,"protensa, Chemnitzia Gümbel, 1861:397,409"
"protensa, Crassatella Michelotti, 1861",25320,"protensa, Crassatella Michelotti, 1861, 15:67, plate 7: figure 18"
"protensa, Pleurotoma Michelotti, 1861",25321,"protensa, Pleurotoma Michelotti, 1861, 15:109, plate 12: figures 1, 2"
"protensus, Unio Lea, 1865",25322,"protensus, Unio Lea, 1865b:88; 1869 [in 1866-1869], 6:256, plate 31: figure 71"
"proteus, Anomianella Ryckholt, 1852",25323,"proteus, Anomianella Ryckholt, 1852 [in 1852-1862], 1: plate 10: figures 21-23; 1860,2:46"
"proteus, Pupa Gundlach, in Pfeiffer and Gundlach, 1860",25324,"proteus, Pupa Gundlach, in Pfeiffer and Gundlach, 1860, 7:19; Pfeiffer, 1865 [in 1854-1869], 2:267, plate 66: figures 13-22"
"protexta, Cyrena Conrad, 1869",25325,"protexta, Cyrena Conrad, 1869h, 5:107, plate 12: figure 3"
"protexta, Leda Gabb, 1860",25326,"protexta, Leda Gabb, 1860f, 4:303, plate 48: figure 24; 1860h, 4:397, plate 68: figure 35; 1864b, 1:199, plate 26: figure 185"
"protexta, Nuculana Conrad, 1865",25327,"protexta, Nuculana Conrad, 1865d, 1:147, plate 11: figure 6"
"protexta, Perrisonota Conrad, 1869",25328,"protexta, Perrisonota Conrad, 1869g, 5:98, plate 9: figure 24"
"protexta, Yoldia Conrad, 1865",25329,"protexta, Yoldia Conrad, 1865g, 1:213, plate 21: figure 2"
"protextum, Cardium Conrad, 1853",25330,"protextum, Cardium Conrad, 1853e, 2:275, plate 24: figure 12"
"prototypus, Conus Guppy, 1867",25331,"prototypus, Conus Guppy, 1867e, 1:171"
"protracta, Clausilia Böttger, 1863",25332,"protracta, Clausilia Böttger, 1863, 10:313, plate 51: figures 6-8"
"protracta, Cylichna Gould, 1859",25333,"protracta, Cylichna Gould, 1859b, 7:140"
"protracta, Nucula Edwards, in Wood, 1864",25334,"protracta, Nucula Edwards, in Wood, 1864 [in 1861-1871], 1:117, plate 18: figure 15"
"protractus, Bulimus Pfeiffer, 1855",25335,"protractus, Bulimus Pfeiffer, 1855j:94, plate 31: figure 1; 1856 [in 1854-1869], 1:66, plate 18: figures 13, 14"
"protractus, Pomatias Parreyss, in Saint-Simon, 1869",25336,"protractus, Pomatias Parreyss, in Saint-Simon, 1869, 21:4"
"proutana, Holopea Hall, 1858",25337,"proutana, Holopea Hall, 1858, 4:30"
"prouti, Tellina Meek and Hayden, 1856",25338,"prouti, Tellina Meek and Hayden, 1856c, 8:83"
"proutiana, Arca Shumard, 1860",25339,"proutiana, Arca Shumard, 1860a, 1:601"
"proutiana, Pleurotomaria Shumard, 1859",25340,"proutiana, Pleurotomaria Shumard, 1859, 1:401"
"provisoria, Helix Pfeiffer, 1858",25341,"provisoria, Helix Pfeiffer, 1858 [in 1857-1870], 5:39"
"proximo, Achatina C.B. Adams, 1851",25342,"proximo, Achatina C.B. Adams, 1851e, 9:167; [reprinted 1851, 5:92]"
"proximo, Bithynia Frauenfeld, 1862",25343,"proximo, Bithynia Frauenfeld, 1862b, 12(2): 1149; 1865 [in 1864- 1868], 15:527, plate 9"
"proximo, Clausilia Walderdorff, 1864",25344,"proximo, Clausilia Walderdorff, 1864, 14:508"
"proximo, Cylichna A. Adams, 1862",25345,"proximo, Cylichna A. Adams, 1862d, 9:151"
"proximo, Cyrena Prime, 1864",25346,"proximo, Cyrena Prime, 1864 [in 1864-1870], 8:85, figure 34"
"proximo, Cytherea Deshayes, 1857",25347,"proximo, Cytherea Deshayes, 1857 [in 1856-1865], atlas 1: plate 30: figures 31-34; 1858 [in 1856-1865], 1:435"
"proximo, Doris Alder and Hancock, 1854",25348,"proximo, Doris Alder and Hancock, 1854, 14:103"
"proximo, Erycina (Kellia) Folin, 1867",25349,"proximo, Erycina (Kellia) Folin, 1867a:22, plate 3: figures 11, 12"
"proximo, Eulima G. Sowerby, 1866",25350,"proximo, Eulima G. Sowerby, 1866 [in 1865-1870], 15(Eulima): plate 6: species 48"
"proximo, Helicina Gundlach, in Pfeiffer, 1858",25351,"proximo, Helicina Gundlach, in Pfeiffer, 1858 [in 1857-1870], 5:49"
"proximo, Lucina Deshayes, 1857",25352,"proximo, Lucina Deshayes, 1857 [in 1856-1865], atlas 1: plate 41: figures 1-3; 1858 [in 1856-1865], 1:649"
"proximo, Lutraria Michelotti, 1861",25353,"proximo, Lutraria Michelotti, 1861, 15:57, plate 6: figure 3 NUMBER 294 447"
"proximo, Lymnaea Lea, 1856",25354,"proximo, Lymnaea Lea, 1856c, 8:80; W. Binney, 1865d, 2:48, figure 67; Lea, 1867 [in 1866-1869], 6:160, plate 24: figure 74"
"proximo, Mactra Lorois, in Lorois and Hupe, 1856",25355,"proximo, Mactra Lorois, in Lorois and Hupe, 1856, 8:471, plate 19: figure 3"
"proximo, Nassa C.B. Adams, 1852",25356,"proximo, Nassa C.B. Adams, 1852d, 5:288, 529"
"proximo, Pholas Deshayes, 1856",25357,"proximo, Pholas Deshayes, 1856 [in 1856-1865], atlas 1: plate 6: figures 7-9; 1857 [in 1856-1865], 1:140"
"proximo, Sportella Deshayes, 1857",25358,"proximo, Sportella Deshayes, 1857 [in 1856-1865], atlas 1: plate 48: figures 30-32; 1858 [in 1856-1865], 1:599"
"proximum, Amphidesma C.B. Adams, 1852",25359,"proximum, Amphidesma C.B. Adams, 1852d, 5:513, 547; Reeve, 1853 [in 1851-1870], 8(Amphidesma): plate 3: species 20"
"proximum, Cardium Deshayes, 1853",25360,"proximum, Cardium Deshayes, 1853c, 2:48"
"proximus, Conus G. Sowerby, 1859",25361,"proximus, Conus G. Sowerby, 1859b:429, plate 49: figure 1"
"proximus, Euchelus A. Adams, 1854",25362,"proximus, Euchelus A. Adams, 1854g:316"
"proximus, Helicter Pease, 1862",25363,"proximus, Helicter Pease, 1862a:6"
"proximus, Inoceramus Tuomey, 1855",25364,"proximus, Inoceramus Tuomey, 1855:171"
"proximus, Pectunculus Wood, 1864",25365,"proximus, Pectunculus Wood, 1864 [in 1861-1871], 1:99, plate 16: figures 5 a-c"
"proximus, Solen Deshayes, 1856",25366,"proximus, Solen Deshayes, 1856 [in 1856-1865], atlas 1: plate 7: figures 7-9; 1857 [in 1856-1865], 1:150"
"proximus, Strombus G. Sowerby, 1850",25367,"proximus, Strombus G. Sowerby, 1850c, 6:48, plate 9: figure 8"
"proximus, Unio Lea, 1852",25368,"proximus, Unio Lea, 1852a, 10:271, plate 20: figure 27; Küster, 1861 [in 1839-1862], 9(2):248, plate 83: figure 4"
"pruinosa, Clausilia Parreyss, in Charpentier, 1852",25369,"pruinosa, Clausilia Parreyss, in Charpentier, 1852, 3:361"
"pruinosa, Helix Pfeiffer, 1852",25370,"pruinosa, Helix Pfeiffer, 1852n:139; Reeve, 1852 [in 1851-1870], 7(Helix): plate 129: species 784; Pfeiffer, 1853 [in 1853-1854], 1(123):475, plate 158: figures 19-21"
"pruinosa, Odostomia A. Adams, 1860",25371,"pruinosa, Odostomia A. Adams, 1860h, 6:417"
"pruinosus, Cyclotus Martens, 1863",25372,"pruinosus, Cyclotus Martens, 1863b, 10:83; 1867f, 2:117, plate 1: figure 2"
"prunella, Ampullaria Hupe, 1857",25373,"prunella, Ampullaria Hupe, 1857:67, plate 12: figure 4"
"prunicolor, Cylindrella maugeri Chitty, 1853",25374,"prunicolor, Cylindrella maugeri Chitty, 1853, 1:8"
"pruninus, Trochus Gould, 1851",25375,"pruninus, Trochus Gould, 1851e, 3:90; 1852, 12:180, figure 205"
"prunoides, Unio Lea, 1868",25376,"prunoides, Unio Lea, 1868d:15O; 1869 [in 1866-1869], 6:323, plate 53: figure 136"
"prunulum, Ampullaria Reeve, 1856",25377,"prunulum, Ampullaria Reeve, 1856 [in 1851-1870], 10(Ampullaria): plate 18: species 82"
"prunum, Pecten Reeve, 1853",25378,"prunum, Pecten Reeve, 1853 [in 1851-1870], 8(Pecten): plate 20: species 78"
"prusii, Unio Bourguignat, 1856",25379,"prusii, Unio Bourguignat, 1856 [in 1853-1860], 8:76, plate 3: figures 1-4"
"psammaecia, Helix Bourguignat, 1862",25380,"psammaecia, Helix Bourguignat, 1862d:58, plate 3: figures 9-12; 1864c, 1:162, plate 18: figures 22-25"
"psammita, Anodonta Bourguignat, 1862",25381,"psammita, Anodonta Bourguignat, 1862 [in 1862-1863]:58, plate 4: figures 1-4"
"psammitica, Cingula Issel, 1869",25382,"psammitica, Cingula Issel, 1869b:201, plate 2: figure 9"
"psammobialis, Iphigenia Deshayes, 1854",25383,"psammobialis, Iphigenia Deshayes, 1854c:346"
"psammocola, Cyrena Deshayes, 1857",25384,"psammocola, Cyrena Deshayes, 1857 [in 1856-1865], atlas 1: plate 35: figures 4-6; 1858 [in 1856-1865], 1:505"
"psammoica, Helix Morelet, 1851",25385,"psammoica, Helix Morelet, 1851e, 2:356, plate 9: figure 11; Bourguignat, 1864c, 1:205, plate 22: figures 10-14"
"psammophora, Helix R. Lowe, 1852",25386,"psammophora, Helix R. Lowe, 1852, 9:113; Albers, 1854a:83, plate 17: figure 15"
"psammotella, Glauconome Deshayes, 1853",25387,"psammotella, Glauconome Deshayes, 1853d: 1"
"psara, Helix Bourguignat, 1864",25388,"psara, Helix Bourguignat, 1864c, 1:193, plate 20: figures 9-14"
"psarolenus, Bulimus Bourguignat, 1858",25389,"psarolenus, Bulimus Bourguignat, 1858 [in 1853-1860], 10: plate 19: figures 1, 2; 1859 [in 1853-1860], 11:52"
"psarus, Umax Bourguignat, 1861",25390,"psarus, Umax Bourguignat, 1861b, 13:258"
"psathyra, Helix R. Lowe, 1861",25391,"psathyra, Helix R. Lowe, 1861b, 7:109"
"psathyrolena, Azeca Bourguignat, 1858",25392,"psathyrolena, Azeca Bourguignat, 1858 [in 1853-1860], 10: plate 18: figures 10-12; 1859 [in 1853-1860], 11:20; 1864c, 2:22, plate 2: figures 45-47"
"psaturochaela, Helix Bourguignat, 1860",25393,"psaturochaela, Helix Bourguignat, 1860c:97, plate 1: figures 1-4"
"psaturus, Zonites Bourguignat, 1864",25394,"psaturus, Zonites Bourguignat, 1864c, 1:74, plate 4: figures 30-32"
"pselionopsis, Vermetus Ryckholt, 1860",25395,"pselionopsis, Vermetus Ryckholt, 1860 [in 1852-1862], 3: plate 23: figures 12, 13"
"pseudelea, Acteonina Farge, 1862",25396,"pseudelea, Acteonina Farge, 1862, 5:118, plate 9: figure 4"
"pseudenhalia, Helix Bourguignat, 1860",25397,"pseudenhalia, Helix Bourguignat, 1860e:15, plate 1: figures 17-21"
"pseudo-annulus, Cypraea Orbigny, 1852",25398,"pseudo-annulus, Cypraea Orbigny, 1852 [in 1850-1852], 3:9"
"pseudo-attenuata, Pleurotoma Orbigny, 1852",25399,"pseudo-attenuata, Pleurotoma Orbigny, 1852 [in 1850-1852], 3:62"
"pseudo-axinus, Cardium Thurmann, in Thurmann and Etallon, 1862",25400,"pseudo-axinus, Cardium Thurmann, in Thurmann and Etallon, 1862:182, plate 21: figure 1 e"
"pseudobruntrutana, Nerinea Gemmellaro, 1865",25401,"pseudobruntrutana, Nerinea Gemmellaro, 1865, 1:8, plate 2: figures 4-7; 1869, 4:92, plate 2 bis: figures 6, 7"
"pseudo-caledonius, Bulimus Montrouzier, in Crosse, 1859",25402,"pseudo-caledonius, Bulimus Montrouzier, in Crosse, 1859a, 7:379, plate 14: figure 3; Gassies, 1863, 24:249, plate 5: figure 1"
"pseudo-cancellata, Venus Orbigny, 1852",25403,"pseudo-cancellata, Venus Orbigny, 1852 [in 1850-1852], 3:109"
"pseudo-carinata, Cardita Orbigny, 1852",25404,"pseudo-carinata, Cardita Orbigny, 1852 [in 1850-1852], 3:114"
"pseudo-clavula, Oliva Orbigny, 1852",25405,"pseudo-clavula, Oliva Orbigny, 1852 [in 1850-1852], 3:9"
"pseudo-clavulus, Cerithium Orbigny, 1852",25406,"pseudo-clavulus, Cerithium Orbigny, 1852 [in 1850-1852], 3:83"
"pseudo-concava, Nerita Orbigny, 1852",25407,"pseudo-concava, Nerita Orbigny, 1852 [in 1850-1852], 3:7"
"pseudo-convoluta, Bulla Orbigny, 1852",25408,"pseudo-convoluta, Bulla Orbigny, 1852 [in 1850-1852], 3:95"
"pseudocornea, Cyclas Reuss, 1860",25409,"pseudocornea, Cyclas Reuss, 1860b, 42:82"
"pseudo-corrugatum, Cerithium Orbigny, 1852",25410,"pseudo-corrugatum, Cerithium Orbigny, 1852 [in 1850-1852], 3:83"
"pseudo-costatus, Murex Orbigny, 1852",25411,"pseudo-costatus, Murex Orbigny, 1852 [in 1850-1852], 3:174"
"pseudo-crumena, Dolium Orbigny, 1852",25412,"pseudo-crumena, Dolium Orbigny, 1852 [in 1850-1852], 3:177"
"pseudo-cuneata, Mactra Orbigny, 1852",25413,"pseudo-cuneata, Mactra Orbigny, 1852 [in 1850-1852], 3:100"
"pseudo-dalei, Buccinopsis Wood, in Bell, 1870",25414,"pseudo-dalei, Buccinopsis Wood, in Bell, 1870a, 6:214"
"pseudodentiens, Ischnochiton (Trachydermon) P. Carpenter, 1865",25415,"pseudodentiens, Ischnochiton (Trachydermon) P. Carpenter, 1865a: 60"
"pseudodepressa, Helix Orbigny, 1852",25416,"pseudodepressa, Helix Orbigny, 1852 [in 1850-1852], 3:164"
"pseudodiscites, Pecten Gümbel, 1861",25417,"pseudodiscites, Pecten Gümbel, 1861:393, 403"
"pseudo-discors, Pleurotoma Orbigny, 1852",25418,"pseudo-discors, Pleurotoma Orbigny, 1852 [in 1850-1852], 3:65"
"pseudodoris, Trochus Gümbel, 1861",25419,"pseudodoris, Trochus Gümbel, 1861:397,410"
"pseudo-elegans, Pleurotomaria Pictet and Campiche, 1863",25420,"pseudo-elegans, Pleurotomaria Pictet and Campiche, 1863 [in 1861- 1871], 3:427, plate 79: figure 3"
"pseudo-elegans, Venus Orbigny, 1852",25421,"pseudo-elegans, Venus Orbigny, 1852 [in 1850-1852], 3:109"
"pseudo-elongatum, Cerithium Orbigny, 1852",25422,"pseudo-elongatum, Cerithium Orbigny, 1852 [in 1850-1852], 3:81"
"pseudoepisomus, Bulimus Bourguignat, 1857",25423,"pseudoepisomus, Bulimus Bourguignat, 1857 [in 1853-1860], 9:10, plate 3: figures 8-10"
"pseudo-evulsu, Cancellaria Orbigny, 1852",25424,"pseudo-evulsu, Cancellaria Orbigny, 1852 [in 1850-1852], 3:11"
"pseudoexcavatum, Cerithium Loriol, in Loriol and Pellat, 1867",25425,"pseudoexcavatum, Cerithium Loriol, in Loriol and Pellat, 1867, 19: 23, plate 3: figures 5, 6"
"pseudo-exiguus, Murex Orbigny, 1852",25426,"pseudo-exiguus, Murex Orbigny, 1852 [in 1850-1852], 3:74"
"pseudo-fusiformis, Murex Orbigny, 1852",25427,"pseudo-fusiformis, Murex Orbigny, 1852 [in 1850-1852], 3:73"
"pseudogibbosus, Mytilus Cotteau, 1855",25428,"pseudogibbosus, Mytilus Cotteau, 1855 [in 1853-1857]:92"
"pseudoglobulus, Paludestrina Orbigny, 1852",25429,"pseudoglobulus, Paludestrina Orbigny, 1852 [in 1850-1852], 3:165"
"pseudo-helix, Margarita Ryckholt, 1861",25430,"pseudo-helix, Margarita Ryckholt, 1861 [in 1852-1862], 3: plate 27: figure 22"
"pseudo-hirundo, Cypraea Orbigny, 1852",25431,"pseudo-hirundo, Cypraea Orbigny, 1852 [in 1850-1852], 3:49"
"pseudohydatinus, Zonites Bourguignat, 1856",25432,"pseudohydatinus, Zonites Bourguignat, 1856 [in 1853-1860], 8:270"
"pseudo-imbricatum, Cerithium Orbigny, 1852",25433,"pseudo-imbricatum, Cerithium Orbigny, 1852 [in 1850-1852], 3:176"
"pseudo-inflata, Cypraea Orbigny, 1852",25434,"pseudo-inflata, Cypraea Orbigny, 1852 [in 1850-1852], 3:49"
"pseudo-javana, Pleurotoma Orbigny, 1852",25435,"pseudo-javana, Pleurotoma Orbigny, 1852 [in 1850-1852], 3:61"
"pseudo-lamellosum, Cerithium Orbigny, 1852",25436,"pseudo-lamellosum, Cerithium Orbigny, 1852 [in 1850-1852], 3:80"
"pseudolima, Arca Reuss, 1860",25437,"pseudolima, Arca Reuss, 1860a, 39:239, plate 4: figure 2 448 SMITHSONIAN CONTRIBUTIONS TO ZOOLOGY"
"pseudolima, Petricola Souverbie, in Souverbie and Montrouzier, 1862",25438,"pseudolima, Petricola Souverbie, in Souverbie and Montrouzier, 1862 [in 1859-1870), 10:231, plate 9: figure 1"
"pseudo-magus, Trochus Orbigny, 1852",25439,"pseudo-magus, Trochus Orbigny, 1852 [in 1850-1852], 3:41"
"pseudo-marginatum, Cerithium Orbigny, 1852",25440,"pseudo-marginatum, Cerithium Orbigny, 1852 [in 1850-1852], 3:82"
"pseudo-mus, Cypraea Orbigny, 1852",25441,"pseudo-mus, Cypraea Orbigny, 1852 [in 1850-1852], 3:48"
"pseudo-noe, Arca Orbigny, 1852",25442,"pseudo-noe, Arca Orbigny, 1852 [in 1850-1852], 3:123, 185"
"pseudo-oblongus, Murex Orbigny, 1852",25443,"pseudo-oblongus, Murex Orbigny, 1852 [in 1850-1852], 3:73"
"pseudo-ovata, Lymnea Orbigny, 1852",25444,"pseudo-ovata, Lymnea Orbigny, 1852 [in 1850-1852], 3:26"
"pseudo-palustris, Lymnea Orbigny, 1852",25445,"pseudo-palustris, Lymnea Orbigny, 1852 [in 1850-1852], 3:26"
"pseudopiperatus, Bulimus J. Moricand, 1858",25446,"pseudopiperatus, BulimusJ. Moricand, 1858, 10:451, plate 14: figure 2"
"pseudoplanorbis, Tochomorpha abrochroa Mousson, 1870",25447,"pseudoplanorbis, Tochomorpha abrochroa Mousson, 1870, 18:123"
"pseudo-radix, Strombus Orbigny, 1852",25448,"pseudo-radix, Strombus Orbigny, 1852 [in 1850-1852], 3:58"
"pseudoreticulata, Emarginula Gueranger, 1853",25449,"pseudoreticulata, Emarginula Gueranger, 1853:33"
"pseudorugosus, Fusus Orbigny, 1852",25450,"pseudorugosus, Fusus Orbigny, 1852 [in 1850-1852], 3:68"
"pseudo-scripta, Columbella Orbigny, 1852",25451,"pseudo-scripta, Columbella Orbigny, 1852 [in 1850-1852], 3:175"
"pseudosericea, Helix Benoit, 1859",25452,"pseudosericea, Helix Benoit, 1859 [in 1857-1862]:173, plate 3: figure 22"
"pseudo-spinosum, Cerithium Orbigny, 1852",25453,"pseudo-spinosum, Cerithium Orbigny, 1852 [in 1850-1852], 3:17"
"pseudostagnalis, Limnaea Malzine, 1867",25454,"pseudostagnalis, Limnaea Malzine, 1867b:94, plate 2: figures 5, 6"
