Name,NameCanonical,Reconcile,ReconcileCanonical,IsDiffCanonical,OrigName,Phylum,LineNum,DatasetIDs,Line
"Cerithium sub-lineatum C. Moore, 1866",Cerithium sub-lineatum,Cerithium sublineatum,Cerithium sublineatum,true,"sub-lineatum, Cerithium C. Moore, 1866",Mollusca,30981,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sub-lineatum, Cerithium C. Moore, 1866 [in 1865-1866]:84, plate 4: figure 11"
"Cerithium subnudum J. Martin, 1858",Cerithium subnudum,Cerithium subnuda,Cerithium subnuda,true,"subnudum, Cerithium J. Martin, 1858",Mollusca,31053,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subnudum, Cerithium J. Martin, 1858, 1:389, plate 2: figure 6"
"Unio subpatulata Meek and Hayden, 1857",Unio subpatulata,"Unio subspatulata Meek & Hayden, 1857",Unio subspatulata,true,"subpatulata, Unio Meek and Hayden, 1857",Mollusca,31092,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subpatulata, Unio Meek and Hayden, 1857:146"
"Straparolus subplanus Gabb, 1860",Straparolus subplanus,Straparollus (Euomphalus) subplanus (Hall 1852),Straparollus subplanus,true,"subplanus, Straparolus Gabb, 1860",Mollusca,31119,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subplanus, Straparolus Gabb, 1860f, 4:299, plate 48: figures 4 a,b"
"Limnaea sub-quadrata F. Edwards, 1852",Limnaea sub-quadrata,"Limnaea subquadrata F. E. Edwards, 1852",Limnaea subquadrata,true,"sub-quadrata, Limnaea F. Edwards, 1852",Mollusca,31166,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sub-quadrata, Limnaea F. Edwards, 1852 [in 1852-1877], 2:92, plate 13: figures 1 a.b"
"Myalina sub-quadrata Shumard, 1855",Myalina sub-quadrata,Myalina (Orthomyalina) subquadrata (Shumard 1855),Myalina subquadrata,true,"sub-quadrata, Myalina Shumard, 1855",Mollusca,31169,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sub-quadrata, Myalina Shumard, 1855, 2:207, plate C: figure 17"
"Acteonina subscalaris Laube, 1868",Acteonina subscalaris,Actaeonina subscalaris Laube 1868,Actaeonina subscalaris,true,"subscalaris, Acteonina Laube, 1868",Mollusca,31256,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subscalaris, Acteonina Laube, 1868 [in 1866-1870], 28(2):50, plate 23: figure 8"
"Gervillia subtortuosa Oppel, 1856",Gervillia subtortuosa,Gervillia subtortusa,Gervillia subtortusa,true,"subtortuosa, Gervillia Oppel, 1856",Mollusca,31388,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subtortuosa, Gervillia Oppel, 1856 [in 1856-1858]:417"
"Odontostoma subula F. Sandberger, 1863",Odontostoma subula,Odontostomia subula,Odontostomia subula,true,"subula, Odontostoma F. Sandberger, 1863",Mollusca,31453,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subula, Odontostoma F. Sandberger, 1863:171"
"Planorbis subumbilicatus Meek and Hayden, 1856",Planorbis subumbilicatus,"Planorbis subumbilicata Meek & Hayden, 1856",Planorbis subumbilicata,true,"subumbilicatus, Planorbis Meek and Hayden, 1856",Mollusca,31471,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subumbilicatus, Planorbis Meek and Hayden, 1856d, 8:120"
"Platyceras subundatum Meek and Worthen, 1868",Platyceras subundatum,Platyceras subundata,Platyceras subundata,true,"subundatum, Platyceras Meek and Worthen, 1868",Mollusca,31477,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subundatum, Platyceras Meek and Worthen, 1868, 3:387, plate 7: figures 13, 14"
"Odostomia subvaricosum Deshayes, 1861",Odostomia subvaricosum,"Odostomia (Megastomia) subvaricosa Deshayes, 1861",Odostomia subvaricosa,true,"subvaricosum, Odostomia Deshayes, 1861",Mollusca,31494,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","subvaricosum, Odostomia Deshayes, 1861 [in 1856-1865], atlas 2: plate 19: figures 23, 24; 1862 (in 1856-1865], 2:561"
"Chemnitzia suessi Stoliczka, 1861",Chemnitzia suessi,Chemnitzia suessii Stoliczka 1861,Chemnitzia suessii,true,"suessi, Chemnitzia Stoliczka, 1861",Mollusca,31555,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","suessi, Chemnitzia Stoliczka, 1861, 43:163, plate 1: figure 2; Dumortier, 1869 [in 1864-1869], 3:102, plate 18: figure 10"
"Macha sulcata Dunker, 1861",Macha sulcata,"Macha sulcatus Dunker, 1862",Macha sulcatus,true,"sulcata, Macha Dunker, 1861",Mollusca,31625,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sulcata, Macha Dunker, 1861a:424"
"Melampus sulcolosus Martens, 1865",Melampus sulcolosus,"Melampus sulculosus E. von Martens, 1865",Melampus sulculosus,true,"sulcolosus, Melampus Martens, 1865",Mollusca,31686,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sulcolosus, Melampus Martens, 1865d:55"
"Limnaea sumassii Baird, 1863",Limnaea sumassii,"Limnaea sumassi Baird, 1863",Limnaea sumassi,true,"sumassii, Limnaea Baird, 1863",Mollusca,31704,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","sumassii, Limnaea Baird, 1863a:68"
"Myalina swallowi McChesney, 1867",Myalina swallowi,Myalina swallovi (McChesney 1860),Myalina swallovi,true,"swallowi, Myalina McChesney, 1867",Mollusca,31807,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","swallowi, Myalina McChesney, 1867, 1:41, plate 2: figure 6 [variation in spelling of swallovi]"
"Mopalia kennerleyi swannii P. Carpenter, 1864",Mopalia kennerleyi swannii,"Mopalia kennerleyi var. swanii Carpenter, 1864",Mopalia kennerleyi swanii,true,"swannii, Mopalia kennerleyi P. Carpenter, 1864",Mollusca,31809,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","swannii, Mopalia kennerleyi P. Carpenter, 1864c:627, 648; 1864 [in 1864-1865], 14:426"
"Cyclostoma tappanianum C.B. Adams, 1851",Cyclostoma tappanianum,Cyclostoma tappianianum,Cyclostoma tappianianum,true,"tappanianum, Cyclostoma C.B. Adams, 1851",Mollusca,31953,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tappanianum, Cyclostoma C.B. Adams, 1851e, 9:157; [reprinted 1851,5:81]"
"Fusus tasmaniensis A. Adams and Angas, 1863",Fusus tasmaniensis,"Fusus tasmanienis A. Adams & Angas, 1864",Fusus tasmanienis,true,"tasmaniensis, Fusus A. Adams and Angas, 1863",Mollusca,31972,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tasmaniensis, Fusus A. Adams and Angas, 1863b:421, plate 37: figure 1"
"Nerinaea taurica Eichwald, 1868",Nerinaea taurica,Nerinea taurica Eichwald 1868,Nerinea taurica,true,"taurica, Nerinaea Eichwald, 1868",Mollusca,31977,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","taurica, Nerinaea Eichwald, 1868 [in 1853-1868], 2:852, plate 28: figure 15"
"Spondylus teisenbergensis Schafhäutl, 1863",Spondylus teisenbergensis,"Spondylus teysenbergensis Schafhäutl, 1863",Spondylus teysenbergensis,true,"teisenbergensis, Spondylus Schafhäutl, 1863",Mollusca,32016,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","teisenbergensis, Spondylus Schafhäutl, 1863:146, plate 40: figure 8"
"Fusus tenerrimus J. Müller, 1859",Fusus tenerrimus,Fucus tenerrimus,Fucus tenerrimus,true,"tenerrimus, Fusus J. Müller, 1859",Mollusca,32070,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tenerrimus, Fusus J. Müller, 1859, 2:25, plate 8: figure 7"
"Loxonema tenui-carinata Stevens, 1858",Loxonema tenui-carinata,Loxonema tenuicarinata,Loxonema tenuicarinata,true,"tenui-carinata, Loxonema Stevens, 1858",Mollusca,32095,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tenui-carinata, Loxonema Stevens, 1858, 25:260"
"Gervilia tenuicostata Pictet and Campiche, 1869",Gervilia tenuicostata,Gervillia tenuicostata,Gervillia tenuicostata,true,"tenuicostata, Gervilia Pictet and Campiche, 1869",Mollusca,32109,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tenuicostata, Gervilia Pictet and Campiche, 1869 [in 1861-1871], 5: 88, plate 156: figures 4, 5"
"Aelis gulsonae tenuicula Jeffreys, 1867",Aelis gulsonae tenuicula,"Aclis gulsonae var. tenuicula Jeffreys, 1867",Aclis gulsonae tenuicula,true,"tenuicula, Aelis gulsonae Jeffreys, 1867",Mollusca,32118,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tenuicula, Aelis gulsonae Jeffreys, 1867 [in 1862-1869], 4:107"
"Turbo tenuilineatus Meek and Hayden, 1856",Turbo tenuilineatus,Turbo tenuilineata,Turbo tenuilineata,true,"tenuilineatus, Turbo Meek and Hayden, 1856",Mollusca,32142,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tenuilineatus, Turbo Meek and Hayden, 1856a. 8:64"
"Cerithium tenuistratum Deshayes, 1864",Cerithium tenuistratum,Cerithium tenuistriatum,Cerithium tenuistriatum,true,"tenuistratum, Cerithium Deshayes, 1864",Mollusca,32224,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tenuistratum, Cerithium Deshayes, 1864 [in 1856-1865), 3:168, plate 78: figures 31-34"
"Bulla tenuistriata Cotteau, 1854",Bulla tenuistriata,Bullia tenuistriata,Bullia tenuistriata,true,"tenuistriata, Bulla Cotteau, 1854",Mollusca,32230,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tenuistriata, Bulla Cotteau, 1854 [in 1853-1857):47"
"Vermiculus spiratum teres Mörch, 1861",Vermiculus spiratum teres,"Vermiculus spiratus var. teres Mörch, 1861",Vermiculus spiratus teres,true,"teres, Vermiculus spiratum Mörch, 1861",Mollusca,32306,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","teres, Vermiculus spiratum Mörch, 1861 [in 1861-1862]: 175"
"Loligo tertiarius Risso, 1854",Loligo tertiarius,Loligo tertiarus Risso,Loligo tertiarus,true,"tertiarius, Loligo Risso, 1854",Mollusca,32343,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tertiarius, Loligo Risso, 1854:27, plate 11"
"Ferussacia terverii Bourguignat, 1856",Ferussacia terverii,Ferussacia terveri Bourguignat 1856,Ferussacia terveri,true,"terverii, Ferussacia Bourguignat, 1856",Mollusca,32346,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","terverii, Ferussacia Bourguignat, 1856 [in 1853-1860], 8:338; 1864c, 2:64, plate 5: figures 1-3"
"Fusus tesselatus Zekeli, 1852",Fusus tesselatus,Fusus tessellatus,Fusus tessellatus,true,"tesselatus, Fusus Zekeli, 1852",Mollusca,32354,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tesselatus, Fusus Zekeli, 1852:90, plate 16: figure 6"
"Chaena tessellata J. Gray, 1857",Chaena tessellata,"Chaena tesselata Gray, 1858",Chaena tesselata,true,"tessellata, Chaena J. Gray, 1857",Mollusca,32358,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tessellata, Chaena J. Gray, 1857a:247, plate 39: figure 5"
"Nassa tessellata Reeve, 1853",Nassa tessellata,Nassa tesselata,Nassa tesselata,true,"tessellata, Nassa Reeve, 1853",Mollusca,32362,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tessellata, Nassa Reeve, 1853 [in 1851-1870], 8(Nassa): plate 25: species 167"
"Cerithium tessellatum G. Sowerby, 1855",Cerithium tessellatum,"Cerithium tesselatum G. B. Sowerby II, 1855",Cerithium tesselatum,true,"tessellatum, Cerithium G. Sowerby, 1855",Mollusca,32364,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tessellatum, Cerithium G. Sowerby, 1855 [in 1847-1886]:867, plate 181: figures 133, 134; 1865 [in 1865-1870], 15(Cerithium): plate 10: species 66"
"Oslrea tevesthensis Coquand, 1862",Oslrea tevesthensis,Ostrea tevesthensis (Coquand 1862),Ostrea tevesthensis,true,"tevesthensis, Oslrea Coquand, 1862",Mollusca,32406,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tevesthensis, Oslrea Coquand, 1862, 2:227, plate 19: figures 7-13"
"Perna texana Gabb, 1861",Perna texana,Perna texanus (Gabb 1861),Perna texanus,true,"texana, Perna Gabb, 1861",Mollusca,32422,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","texana, Perna Gabb, 1861d:371"
"Rostellites texanus Conrad, 1855",Rostellites texanus,Rostellites texana,Rostellites texana,true,"texanus, Rostellites Conrad, 1855",Mollusca,32438,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","texanus, Rostellites Conrad, 1855d, 7:268; 1857c, 1:158, plate 14: figures 2 a,b"
"Pirula texta Schafhäutl, 1863",Pirula texta,Pyrula texta Agas. Var.,Pyrula texta,true,"texta, Pirula Schafhäutl, 1863",Mollusca,32454,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","texta, Pirula Schafhäutl, 1863:200, plate 65: figure 9"
"Lepton textilis Deshayes, 1857",Lepton textilis,"Lepton textile Deshayes, 1857",Lepton textile,true,"textilis, Lepton Deshayes, 1857",Mollusca,32465,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","textilis, Lepton Deshayes, 1857 [in 1856-1865], atlas 1: plate 49: figures 27-30; 1858 [in 1856-1865], 1:692"
"Trochus textilus Reeve, 1861",Trochus textilus,"Trochus textilis Reeve, 1861",Trochus textilis,true,"textilus, Trochus Reeve, 1861",Mollusca,32475,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","textilus, Trochus Reeve, 1861 [in 1851-1870], 13(Trochus): plate 14: species 82"
"Astarte thalassina Quenstedt, 1856",Astarte thalassina,Astarte thatassina Qu.,Astarte thatassina,true,"thalassina, Astarte Quenstedt, 1856",Mollusca,32489,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","thalassina, Astarte Quenstedt, 1856 [in 1856-1858]:45, figure"
"Pleurotoma thalia Mayer, 1862",Pleurotoma thalia,Pleurotoma thalea,Pleurotoma thalea,true,"thalia, Pleurotoma Mayer, 1862",Mollusca,32491,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","thalia, Pleurotoma Mayer, 1862 [in 1857-1869], 10:267, plate 12: figure 3"
"Helix theresae Benoit, in Albers, 1860",Helix theresae,"Helix teresae Benoit, 1843",Helix teresae,true,"theresae, Helix Benoit, in Albers, 1860",Mollusca,32513,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","theresae, Helix Benoit, in Albers, 1860, 2:136"
"Pecten thiollieri J. Martin, 1863",Pecten thiollieri,"Pecten thiollierei J. Martin, 1863",Pecten thiollierei,true,"thiollieri, Pecten J. Martin, 1863",Mollusca,32538,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","thiollieri, Pecten i. Martin, 1863b, 7:89, plate 6: figures 21-23"
"Helix tigriana Bourguignat, 1862",Helix tigriana,Helix tigrina,Helix tigrina,true,"tigriana, Helix Bourguignat, 1862",Mollusca,32609,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tigriana, Helix Bourguignat, 1862d: plate 1: figures 4, 5 [variation in spelling of tigri]; 1864c, 1:144, plate 14: figures 1-12"
"Fusus tippana Conrad, 1860",Fusus tippana,"Fusus tippanus Conrad, 1860",Fusus tippanus,true,"tippana, Fusus Conrad, 1860",Mollusca,32642,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tippana, Fusus Conrad, 1860a, 4:286, plate 46: figure 41"
"Pleurotoma torquata Deshayes, 1865",Pleurotoma torquata,Pleurotoma torquatum,Pleurotoma torquatum,true,"torquata, Pleurotoma Deshayes, 1865",Mollusca,32716,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","torquata, Pleurotoma Deshayes, 1865 [in 1856-1865], 3:367, plate 98: figures 22-24"
"Murex toupioleei Bernardi, 1860",Murex toupioleei,"Murex toupiollei Bernardi, 1860",Murex toupiollei,true,"toupioleei, Murex Bernardi, 1860",Mollusca,32753,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","toupioleei, Murex Bernardi, 1860b, 8:211, plate 4: figure 5"
"Tellina translucidus G. Sowerby, 1867",Tellina translucidus,"Tellina translucida G. B. Sowerby II, 1867",Tellina translucida,true,"translucidus, Tellina G. Sowerby, 1867",Mollusca,32805,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","translucidus, Tellina G. Sowerby, 1867 [in 1865-1870], 16(Tellina): plate 41: species 236"
"Turbonella transparens Leach, in J. Gray, 1852",Turbonella transparens,Turbonilla transparens,Turbonilla transparens,true,"transparens, Turbonella Leach, in J. Gray, 1852",Mollusca,32810,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","transparens, Turbonella Leach, in J. Gray, 1852d:166"
"Cardita trapezium Tuomey, 1852",Cardita trapezium,Cardita trapezia,Cardita trapezia,true,"trapezium, Cardita Tuomey, 1852",Mollusca,32854,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","trapezium, Cardita Tuomey, 1852, 6:194"
"Anodontu triangularis Trask, 1855",Anodontu triangularis,"Anodonta triangularis Trask, 1855",Anodonta triangularis,true,"triangularis, Anodontu Trask, 1855",Mollusca,32884,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","triangularis, Anodontu Trask, 1855a, 1:29"
"Nacella palleacea triangularis P. Carpenter, 1864",Nacella palleacea triangularis,"Nacella paleacea var. triangularis Carpenter, 1864",Nacella paleacea triangularis,true,"triangularis, Nacella palleacea P. Carpenter, 1864",Mollusca,32895,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","triangularis, NacellapalleaceaP. Carpenter, 1864c:650; 1866a, 3:213"
"Cyprina triangulata Baily, 1858",Cyprina triangulata,Cyprina triangularis,Cyprina triangularis,true,"triangulata, Cyprina Baily, 1858",Mollusca,32904,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","triangulata, Cyprina Baily, 1858, 14:146, plate 9: figure 9"
"Straparolus tricarinatus J. Martin, 1863",Straparolus tricarinatus,Straparollus tricarinatus Calvin 1890,Straparollus tricarinatus,true,"tricarinatus, Straparolus J. Martin, 1863",Mollusca,32940,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tricarinatus, Straparolus J. Martin, 1863b, 7:74, plate 1: figures 32- 36"
"Turbo tricinctus Deshayes, 1863",Turbo tricinctus,Turbo tricincta,Turbo tricincta,true,"tricinctus, Turbo Deshayes, 1863",Mollusca,32950,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","tricinctus, Turbo Deshayes, 1863 [in 1856-1865], 2:893, plate 58: figures 14-16"
"Ischnochiton (Trachydermon) trifidis P. Carpenter, 1864",Ischnochiton trifidis,Ischnochiton (Trachydermon) trifidus (Carpenter 1864),Ischnochiton trifidus,true,"trifidis, Ischnochiton (Trachydermon) P. Carpenter, 1864",Mollusca,32993,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","trifidis, Ischnochiton (Trachydermon) P. Carpenter, 1864c:649; 1865a:60"
"Dentalium trigonalis C. Moore, 1866",Dentalium trigonalis,Dentalium trigonale Moore 1866,Dentalium trigonale,true,"trigonalis, Dentalium C. Moore, 1866",Mollusca,33032,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","trigonalis, Dentalium C. Moore, 1866 [in 1865-1866):86, plate 5: figure 22"
"Lasea trigonalis P. Carpenter, 1855",Lasea trigonalis,Lasaea trigonalis (Carpenter 1857),Lasaea trigonalis,true,"trigonalis, Lasea P. Carpenter, 1855",Mollusca,33033,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","trigonalis, Lasea P. Carpenter, 1855 [in 1855-1857]: 109"
"Pinna trigonata J. Martin, 1863",Pinna trigonata,Pinna trigonalis,Pinna trigonalis,true,"trigonata, Pinna J. Martin, 1863",Mollusca,33037,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","trigonata, Pinna J. Martin, 1863b, 7:87, plate 6: figures 7, 8"
"Donax trigonula Deshayes, 1857",Donax trigonula,"Donax trigonulus Deshayes, 1857",Donax trigonulus,true,"trigonula, Donax Deshayes, 1857",Mollusca,33050,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","trigonula, Donax Deshayes, 1857 [in 1856-1865], atlas 1: plate 24: figures 27, 28; 1858 [in 1856-1865], 1:397"
"Vermetus trilineatus Guppy, 1867",Vermetus trilineatus,Vermetus trilineata (Guppy 1864),Vermetus trilineata,true,"trilineatus, Vermetus Guppy, 1867",Mollusca,33069,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","trilineatus, Vermetus Guppy, 1867e, 1:170"
"Limax da-campi trilineolata Bettoni, 1870",Limax da-campi trilineolata,"Limax dacampi var. trilineolata Bettoni, 1870",Limax dacampi trilineolata,true,"trilineolata, Limax da-campi Bettoni, 1870",Mollusca,33070,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","trilineolata, Limax da-campi Bettoni, 1870, 3:163, plate 3: figure 3 a"
"Unio trinacris G. Sowerby, 1868",Unio trinacris,Unio trinacrus,Unio trinacrus,true,"trinacris, Unio G. Sowerby, 1868",Mollusca,33080,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","trinacris, Unio G. Sowerby, 1868 [in 1865-1870], l6(Unio): plate 81: species 428 [variation in spelling of trinacrus]"
"Murex triton Orbigny, 1852",Murex triton,Murex tritonis,Murex tritonis,true,"triton, Murex Orbigny, 1852",Mollusca,33161,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","triton, Murex Orbigny, 1852 [in 1850-1852], 3:72"
"Trypanostoma trochilus Lea, 1862",Trypanostoma trochilus,"Trypanostoma trochulus I. Lea, 1862",Trypanostoma trochulus,true,"trochilus, Trypanostoma Lea, 1862",Mollusca,33234,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","trochilus, Trypanostoma Lea, 1862b: 175; 1863e, 5:282, plate 36: figure 103"
"Teredo pedicellate truncata Jeffreys, 1865",Teredo pedicellate truncata,"Teredo pedicellata var. truncata Jeffreys, 1865",Teredo pedicellata truncata,true,"truncata, Teredo pedicellate Jeffreys, 1865",Mollusca,33285,"1,2,3,8,11,12,105,132,158,163,170,172,179,181,183,186,194","truncata, Teredo pedicellate Jeffreys, 1865 [in 1862-1869), 3:174"
